BenchmarkTest02763,62,Connection.prepareStatement,sqli
BenchmarkTest18908,64,Runtime.exec,cmdi
BenchmarkTest16140,52,InitialDirContext.search,ldapi
BenchmarkTest19839,48,DirContext.search,ldapi
BenchmarkTest17021,52,Runtime.exec,cmdi
BenchmarkTest08517,52,DirContext.search,ldapi
BenchmarkTest09877,49,InitialDirContext.search,ldapi
BenchmarkTest03463,58,Statement.executeUpdate,sqli
BenchmarkTest06994,56,Runtime.exec,cmdi
BenchmarkTest20928,51,Connection.prepareStatement,sqli
BenchmarkTest20162,52,Runtime.exec,cmdi
BenchmarkTest01533,58,Statement.execute,sqli
BenchmarkTest16399,67,Runtime.exec,cmdi
BenchmarkTest04720,64,Statement.executeUpdate,sqli
BenchmarkTest09663,54,Connection.prepareStatement,sqli
BenchmarkTest10019,61,ProcessBuilder.command,cmdi
BenchmarkTest06346,73,Runtime.exec,cmdi
BenchmarkTest05933,62,Statement.executeUpdate,sqli
BenchmarkTest05263,59,Connection.prepareStatement,sqli
BenchmarkTest03918,65,Runtime.exec,cmdi
BenchmarkTest07603,81,Runtime.exec,cmdi
BenchmarkTest04416,72,ProcessBuilder.command,cmdi
BenchmarkTest07193,58,Statement.executeUpdate,sqli
BenchmarkTest08450,50,Statement.executeUpdate,sqli
BenchmarkTest05133,85,Runtime.exec,cmdi
BenchmarkTest17066,52,Runtime.exec,cmdi
BenchmarkTest12168,51,Connection.prepareCall,sqli
BenchmarkTest07817,67,XPath.compile,xpathi
BenchmarkTest06481,58,Connection.prepareStatement,sqli
BenchmarkTest11372,67,Runtime.exec,cmdi
BenchmarkTest17240,50,Statement.executeQuery,sqli
BenchmarkTest15271,50,Connection.prepareCall,sqli
BenchmarkTest01578,52,Statement.executeUpdate,sqli
BenchmarkTest05393,60,DirContext.search,ldapi
BenchmarkTest10908,55,Statement.execute,sqli
BenchmarkTest05128,74,Runtime.exec,cmdi
BenchmarkTest06515,58,Statement.addBatch,sqli
BenchmarkTest12669,67,Runtime.exec,cmdi
BenchmarkTest02796,56,Statement.addBatch,sqli
BenchmarkTest03378,58,Connection.prepareCall,sqli
BenchmarkTest07778,68,Statement.execute,sqli
BenchmarkTest03294,54,Runtime.exec,cmdi
BenchmarkTest20461,49,DirContext.search,ldapi
BenchmarkTest16607,54,Statement.execute,sqli
BenchmarkTest02200,62,Statement.executeUpdate,sqli
BenchmarkTest15305,50,Connection.prepareStatement,sqli
BenchmarkTest11107,52,InitialDirContext.search,ldapi
BenchmarkTest18407,54,Connection.prepareCall,sqli
BenchmarkTest00996,63,DirContext.search,ldapi
BenchmarkTest08445,50,Statement.executeUpdate,sqli
BenchmarkTest20376,50,Statement.executeQuery,sqli
BenchmarkTest09702,54,Statement.executeUpdate,sqli
BenchmarkTest04045,63,Connection.prepareStatement,sqli
BenchmarkTest11541,54,Statement.execute,sqli
BenchmarkTest17071,52,Runtime.exec,cmdi
BenchmarkTest12838,54,Statement.executeQuery,sqli
BenchmarkTest14053,51,Connection.prepareStatement,sqli
BenchmarkTest03164,68,ProcessBuilder.command,cmdi
BenchmarkTest14768,68,Statement.executeUpdate,sqli
BenchmarkTest13471,50,Statement.execute,sqli
BenchmarkTest16698,48,DirContext.search,ldapi
BenchmarkTest02751,64,Connection.prepareStatement,sqli
BenchmarkTest14667,68,Connection.prepareCall,sqli
BenchmarkTest18898,63,Runtime.exec,cmdi
BenchmarkTest20933,51,Connection.prepareStatement,sqli
BenchmarkTest05314,61,Statement.executeQuery,sqli
BenchmarkTest19767,53,XPath.compile,xpathi
BenchmarkTest18486,54,Statement.executeUpdate,sqli
BenchmarkTest06317,60,Runtime.exec,cmdi
BenchmarkTest06977,71,Runtime.exec,cmdi
BenchmarkTest09679,54,Statement.execute,sqli
BenchmarkTest10706,57,Runtime.exec,cmdi
BenchmarkTest12787,54,Connection.prepareStatement,sqli
BenchmarkTest12197,51,Connection.prepareStatement,sqli
BenchmarkTest14711,68,Connection.prepareStatement,sqli
BenchmarkTest20702,60,ProcessBuilder,cmdi
BenchmarkTest04782,64,DirContext.search,ldapi
BenchmarkTest03434,71,Statement.addBatch,sqli
BenchmarkTest20343,50,Statement.addBatch,sqli
BenchmarkTest10453,53,InitialDirContext.search,ldapi
BenchmarkTest16405,66,Runtime.exec,cmdi
BenchmarkTest11598,53,XPath.evaluate,xpathi
BenchmarkTest01562,58,Statement.executeQuery,sqli
BenchmarkTest08264,52,Runtime.exec,cmdi
BenchmarkTest18424,54,Connection.prepareStatement,sqli
BenchmarkTest00693,86,Runtime.exec,cmdi
BenchmarkTest20090,59,ProcessBuilder,cmdi
BenchmarkTest05904,62,Statement.execute,sqli
BenchmarkTest01376,55,Runtime.exec,cmdi
BenchmarkTest14121,51,Statement.executeUpdate,sqli
BenchmarkTest12241,51,Statement.executeUpdate,sqli
BenchmarkTest09133,52,DirContext.search,ldapi
BenchmarkTest11367,67,Runtime.exec,cmdi
BenchmarkTest06459,53,Connection.prepareCall,sqli
BenchmarkTest19018,51,Connection.prepareCall,sqli
BenchmarkTest13252,52,Runtime.exec,cmdi
BenchmarkTest05629,70,ProcessBuilder,cmdi
BenchmarkTest10255,50,Connection.prepareStatement,sqli
BenchmarkTest19023,51,Connection.prepareStatement,sqli
BenchmarkTest20995,51,Statement.execute,sqli
BenchmarkTest08996,54,Connection.prepareStatement,sqli
BenchmarkTest13909,52,Runtime.exec,cmdi
BenchmarkTest15052,61,ProcessBuilder.command,cmdi
BenchmarkTest01500,56,Connection.prepareStatement,sqli
BenchmarkTest07147,59,Statement.execute,sqli
BenchmarkTest08259,63,Runtime.exec,cmdi
BenchmarkTest05044,61,ProcessBuilder,cmdi
BenchmarkTest03248,54,Runtime.exec,cmdi
BenchmarkTest02161,57,Connection.prepareStatement,sqli
BenchmarkTest06250,60,ProcessBuilder,cmdi
BenchmarkTest10954,55,Statement.executeUpdate,sqli
BenchmarkTest15355,50,Statement.executeUpdate,sqli
BenchmarkTest12308,53,DirContext.search,ldapi
BenchmarkTest01359,64,Runtime.exec,cmdi
BenchmarkTest16539,54,Connection.prepareCall,sqli
BenchmarkTest09882,48,InitialDirContext.search,ldapi
BenchmarkTest19541,67,Runtime.exec,cmdi
BenchmarkTest05275,53,Connection.prepareStatement,sqli
BenchmarkTest19536,55,Runtime.exec,cmdi
BenchmarkTest07261,67,DirContext.search,ldapi
BenchmarkTest02746,75,Connection.prepareCall,sqli
BenchmarkTest04517,77,Runtime.exec,cmdi
BenchmarkTest10108,63,Runtime.exec,cmdi
BenchmarkTest19283,52,InitialDirContext.search,ldapi
BenchmarkTest18870,53,Runtime.exec,cmdi
BenchmarkTest06982,68,Runtime.exec,cmdi
BenchmarkTest10121,63,Runtime.exec,cmdi
BenchmarkTest20326,50,Connection.prepareStatement,sqli
BenchmarkTest08849,67,Runtime.exec,cmdi
BenchmarkTest10711,56,Runtime.exec,cmdi
BenchmarkTest20916,51,Connection.prepareCall,sqli
BenchmarkTest09651,54,Connection.prepareStatement,sqli
BenchmarkTest07514,78,ProcessBuilder.command,cmdi
BenchmarkTest00946,69,XPath.evaluate,xpathi
BenchmarkTest03395,58,Connection.prepareStatement,sqli
BenchmarkTest08862,56,Runtime.exec,cmdi
BenchmarkTest13004,48,InitialDirContext.search,ldapi
BenchmarkTest16135,53,InitialDirContext.search,ldapi
BenchmarkTest00631,79,ProcessBuilder,cmdi
BenchmarkTest03261,66,Runtime.exec,cmdi
BenchmarkTest19182,53,DirContext.search,ldapi
BenchmarkTest14587,70,Runtime.exec,cmdi
BenchmarkTest16286,64,ProcessBuilder.command,cmdi
BenchmarkTest08462,49,XPath.evaluate,xpathi
BenchmarkTest19772,53,XPath.evaluate,xpathi
BenchmarkTest07181,67,Statement.executeUpdate,sqli
BenchmarkTest04028,57,Connection.prepareCall,sqli
BenchmarkTest02228,74,XPath.evaluate,xpathi
BenchmarkTest11384,67,Runtime.exec,cmdi
BenchmarkTest00028,68,Statement.execute,sqli
BenchmarkTest17408,54,InitialDirContext.search,ldapi
BenchmarkTest09061,54,Statement.executeUpdate,sqli
BenchmarkTest06503,58,Connection.prepareStatement,sqli
BenchmarkTest16619,54,Statement.executeUpdate,sqli
BenchmarkTest00293,50,Statement.execute,sqli
BenchmarkTest04631,60,Connection.prepareCall,sqli
BenchmarkTest15283,50,Connection.prepareCall,sqli
BenchmarkTest03766,68,ProcessBuilder.command,cmdi
BenchmarkTest16410,66,Runtime.exec,cmdi
BenchmarkTest02818,61,Statement.execute,sqli
BenchmarkTest01381,55,Runtime.exec,cmdi
BenchmarkTest18419,54,Connection.prepareStatement,sqli
BenchmarkTest05865,56,Connection.prepareCall,sqli
BenchmarkTest17697,57,Runtime.exec,cmdi
BenchmarkTest12826,54,Statement.execute,sqli
BenchmarkTest08748,64,ProcessBuilder.command,cmdi
BenchmarkTest00732,89,Runtime.exec,cmdi
BenchmarkTest00618,89,ProcessBuilder.command,cmdi
BenchmarkTest13483,50,Statement.executeUpdate,sqli
BenchmarkTest03176,61,ProcessBuilder,cmdi
BenchmarkTest12236,51,Statement.executeUpdate,sqli
BenchmarkTest13398,50,Connection.prepareCall,sqli
BenchmarkTest05116,68,Runtime.exec,cmdi
BenchmarkTest14041,51,Connection.prepareStatement,sqli
BenchmarkTest14272,67,InitialDirContext.search,ldapi
BenchmarkTest04033,60,Connection.prepareCall,sqli
BenchmarkTest03880,77,Runtime.exec,cmdi
BenchmarkTest15683,63,ProcessBuilder,cmdi
BenchmarkTest06330,54,Runtime.exec,cmdi
BenchmarkTest20781,53,Runtime.exec,cmdi
BenchmarkTest06577,70,XPath.compile,xpathi
BenchmarkTest07176,67,Statement.executeQuery,sqli
BenchmarkTest19097,51,Statement.executeUpdate,sqli
BenchmarkTest05280,58,Connection.prepareStatement,sqli
BenchmarkTest21014,51,Statement.executeUpdate,sqli
BenchmarkTest20191,63,Runtime.exec,cmdi
BenchmarkTest13442,50,Statement.addBatch,sqli
BenchmarkTest10036,58,ProcessBuilder,cmdi
BenchmarkTest15912,54,Connection.prepareStatement,sqli
BenchmarkTest17769,55,Connection.prepareCall,sqli
BenchmarkTest19687,54,Connection.prepareStatement,sqli
BenchmarkTest19440,64,ProcessBuilder.command,cmdi
BenchmarkTest09646,54,Connection.prepareStatement,sqli
BenchmarkTest09213,53,InitialDirContext.search,ldapi
BenchmarkTest12867,54,Statement.executeUpdate,sqli
BenchmarkTest10626,63,ProcessBuilder,cmdi
BenchmarkTest07114,59,Connection.prepareStatement,sqli
BenchmarkTest12568,63,ProcessBuilder,cmdi
BenchmarkTest02645,63,Runtime.exec,cmdi
BenchmarkTest04179,54,DirContext.search,ldapi
BenchmarkTest15322,50,Statement.execute,sqli
BenchmarkTest12022,64,Runtime.exec,cmdi
BenchmarkTest04703,57,Statement.executeUpdate,sqli
BenchmarkTest10222,50,Connection.prepareCall,sqli
BenchmarkTest17223,50,Statement.execute,sqli
BenchmarkTest04113,63,Statement.executeUpdate,sqli
BenchmarkTest00180,57,Runtime.exec,cmdi
BenchmarkTest05752,61,Runtime.exec,cmdi
BenchmarkTest08980,54,Connection.prepareStatement,sqli
BenchmarkTest08117,61,ProcessBuilder.command,cmdi
BenchmarkTest05162,61,Runtime.exec,cmdi
BenchmarkTest02189,56,Statement.execute,sqli
BenchmarkTest06464,53,Connection.prepareCall,sqli
BenchmarkTest02604,58,Runtime.exec,cmdi
BenchmarkTest11519,54,Connection.prepareStatement,sqli
BenchmarkTest18267,67,Runtime.exec,cmdi
BenchmarkTest16624,54,Statement.executeUpdate,sqli
BenchmarkTest14108,51,Statement.executeQuery,sqli
BenchmarkTest03401,58,Connection.prepareStatement,sqli
BenchmarkTest08416,50,Statement.execute,sqli
BenchmarkTest00845,76,Connection.prepareCall,sqli
BenchmarkTest18272,67,Runtime.exec,cmdi
BenchmarkTest13285,62,Runtime.exec,cmdi
BenchmarkTest14082,51,Statement.execute,sqli
BenchmarkTest02014,83,Runtime.exec,cmdi
BenchmarkTest16923,61,ProcessBuilder.command,cmdi
BenchmarkTest02779,75,Connection.prepareStatement,sqli
BenchmarkTest17218,50,Statement.execute,sqli
BenchmarkTest04664,56,Connection.prepareStatement,sqli
BenchmarkTest10098,52,Runtime.exec,cmdi
BenchmarkTest01894,67,ProcessBuilder.command,cmdi
BenchmarkTest03429,60,Statement.addBatch,sqli
BenchmarkTest19435,64,ProcessBuilder.command,cmdi
BenchmarkTest10853,55,Connection.prepareCall,sqli
BenchmarkTest09048,54,Statement.executeQuery,sqli
BenchmarkTest17037,63,Runtime.exec,cmdi
BenchmarkTest12573,62,ProcessBuilder,cmdi
BenchmarkTest01482,53,Connection.prepareCall,sqli
BenchmarkTest06876,63,ProcessBuilder.command,cmdi
BenchmarkTest01595,52,XPath.evaluate,xpathi
BenchmarkTest17808,55,Connection.prepareStatement,sqli
BenchmarkTest01477,58,Connection.prepareCall,sqli
BenchmarkTest16552,54,Connection.prepareCall,sqli
BenchmarkTest14672,68,Connection.prepareCall,sqli
BenchmarkTest18857,53,Runtime.exec,cmdi
BenchmarkTest19569,56,Runtime.exec,cmdi
BenchmarkTest16034,53,DirContext.search,ldapi
BenchmarkTest11570,54,Statement.executeUpdate,sqli
BenchmarkTest15165,62,Runtime.exec,cmdi
BenchmarkTest00466,74,InitialDirContext.search,ldapi
BenchmarkTest14706,68,Connection.prepareStatement,sqli
BenchmarkTest07593,70,Runtime.exec,cmdi
BenchmarkTest01258,61,ProcessBuilder,cmdi
BenchmarkTest04530,72,Runtime.exec,cmdi
BenchmarkTest19726,54,Statement.execute,sqli
BenchmarkTest04074,71,Statement.addBatch,sqli
BenchmarkTest21009,51,Statement.executeUpdate,sqli
BenchmarkTest19103,51,Statement.executeUpdate,sqli
BenchmarkTest15755,56,Runtime.exec,cmdi
BenchmarkTest14739,68,Statement.execute,sqli
BenchmarkTest09504,66,Runtime.exec,cmdi
BenchmarkTest06245,68,ProcessBuilder,cmdi
BenchmarkTest06881,67,ProcessBuilder,cmdi
BenchmarkTest20820,64,Runtime.exec,cmdi
BenchmarkTest20776,53,Runtime.exec,cmdi
BenchmarkTest04697,57,Statement.execute,sqli
BenchmarkTest09128,53,DirContext.search,ldapi
BenchmarkTest19654,54,Connection.prepareCall,sqli
BenchmarkTest17854,55,Statement.executeQuery,sqli
BenchmarkTest04659,56,Connection.prepareStatement,sqli
BenchmarkTest12653,67,Runtime.exec,cmdi
BenchmarkTest01549,57,Statement.execute,sqli
BenchmarkTest17179,50,Connection.prepareCall,sqli
BenchmarkTest07632,70,Runtime.exec,cmdi
BenchmarkTest19064,51,Statement.execute,sqli
BenchmarkTest17256,50,Statement.executeUpdate,sqli
BenchmarkTest14069,51,Connection.prepareStatement,sqli
BenchmarkTest08130,60,ProcessBuilder.command,cmdi
BenchmarkTest14453,76,ProcessBuilder,cmdi
BenchmarkTest02650,61,Runtime.exec,cmdi
BenchmarkTest13404,50,Connection.prepareCall,sqli
BenchmarkTest09718,54,Statement.executeUpdate,sqli
BenchmarkTest09393,65,ProcessBuilder.command,cmdi
BenchmarkTest11557,54,Statement.execute,sqli
BenchmarkTest20815,64,Runtime.exec,cmdi
BenchmarkTest09692,54,Statement.execute,sqli
BenchmarkTest10209,50,Connection.prepareCall,sqli
BenchmarkTest14752,68,Statement.executeUpdate,sqli
BenchmarkTest19565,67,Runtime.exec,cmdi
BenchmarkTest17050,63,Runtime.exec,cmdi
BenchmarkTest04736,63,XPath.evaluate,xpathi
BenchmarkTest10727,67,Runtime.exec,cmdi
BenchmarkTest07188,53,Statement.executeUpdate,sqli
BenchmarkTest20178,63,Runtime.exec,cmdi
BenchmarkTest09020,54,Statement.execute,sqli
BenchmarkTest08243,62,Runtime.exec,cmdi
BenchmarkTest14457,76,ProcessBuilder,cmdi
BenchmarkTest03867,59,Runtime.exec,cmdi
BenchmarkTest04513,70,Runtime.exec,cmdi
BenchmarkTest21002,51,Statement.executeQuery,sqli
BenchmarkTest06249,64,ProcessBuilder,cmdi
BenchmarkTest06088,50,InitialDirContext.search,ldapi
BenchmarkTest07597,70,Runtime.exec,cmdi
BenchmarkTest12766,54,Connection.prepareCall,sqli
BenchmarkTest14913,49,InitialDirContext.search,ldapi
BenchmarkTest05149,67,Runtime.exec,cmdi
BenchmarkTest01352,71,Runtime.exec,cmdi
BenchmarkTest13179,58,ProcessBuilder,cmdi
BenchmarkTest06544,52,Statement.executeQuery,sqli
BenchmarkTest03458,52,Statement.executeUpdate,sqli
BenchmarkTest07619,81,Runtime.exec,cmdi
BenchmarkTest10234,50,Connection.prepareStatement,sqli
BenchmarkTest13821,60,ProcessBuilder,cmdi
BenchmarkTest02859,60,XPath.compile,xpathi
BenchmarkTest15326,50,Statement.execute,sqli
BenchmarkTest07096,59,Connection.prepareCall,sqli
BenchmarkTest20957,51,Connection.prepareStatement,sqli
BenchmarkTest20208,63,Runtime.exec,cmdi
BenchmarkTest07118,56,Connection.prepareStatement,sqli
BenchmarkTest08967,54,Connection.prepareStatement,sqli
BenchmarkTest16590,54,Statement.execute,sqli
BenchmarkTest11512,54,Connection.prepareStatement,sqli
BenchmarkTest19039,51,Connection.prepareStatement,sqli
BenchmarkTest05613,71,ProcessBuilder.command,cmdi
BenchmarkTest06460,52,Connection.prepareCall,sqli
BenchmarkTest07143,53,Statement.execute,sqli
BenchmarkTest08992,54,Connection.prepareStatement,sqli
BenchmarkTest20403,49,XPath.evaluate,xpathi
BenchmarkTest04652,62,Connection.prepareStatement,sqli
BenchmarkTest11591,53,XPath.compile,xpathi
BenchmarkTest02026,64,Runtime.exec,cmdi
BenchmarkTest02274,55,DirContext.search,ldapi
BenchmarkTest12009,64,Runtime.exec,cmdi
BenchmarkTest16935,59,ProcessBuilder,cmdi
BenchmarkTest07374,66,InitialDirContext.search,ldapi
BenchmarkTest15351,50,Statement.executeUpdate,sqli
BenchmarkTest05335,60,XPath.compile,xpathi
BenchmarkTest08513,52,DirContext.search,ldapi
BenchmarkTest19835,48,DirContext.search,ldapi
BenchmarkTest02775,64,Connection.prepareStatement,sqli
BenchmarkTest15056,60,ProcessBuilder.command,cmdi
BenchmarkTest15760,55,Runtime.exec,cmdi
BenchmarkTest10930,55,Statement.executeQuery,sqli
BenchmarkTest17782,55,Connection.prepareCall,sqli
BenchmarkTest08382,50,Connection.prepareStatement,sqli
BenchmarkTest17804,55,Connection.prepareStatement,sqli
BenchmarkTest05889,64,Connection.prepareStatement,sqli
BenchmarkTest12212,51,Statement.execute,sqli
BenchmarkTest03597,56,InitialDirContext.search,ldapi
BenchmarkTest11103,53,InitialDirContext.search,ldapi
BenchmarkTest01521,71,Connection.prepareStatement,sqli
BenchmarkTest18891,63,Runtime.exec,cmdi
BenchmarkTest17033,63,Runtime.exec,cmdi
BenchmarkTest10958,54,XPath.compile,xpathi
BenchmarkTest10288,50,Statement.executeUpdate,sqli
BenchmarkTest09675,54,Statement.execute,sqli
BenchmarkTest08226,52,Runtime.exec,cmdi
BenchmarkTest15379,49,XPath.evaluate,xpathi
BenchmarkTest12181,51,Connection.prepareStatement,sqli
BenchmarkTest11490,54,Connection.prepareCall,sqli
BenchmarkTest10020,61,ProcessBuilder.command,cmdi
BenchmarkTest14727,68,Statement.addBatch,sqli
BenchmarkTest00243,51,Statement.addBatch,sqli
BenchmarkTest11582,54,Statement.executeUpdate,sqli
BenchmarkTest03475,66,Statement.executeUpdate,sqli
BenchmarkTest16387,55,Runtime.exec,cmdi
BenchmarkTest20687,62,ProcessBuilder.command,cmdi
