class,line,callee,type,label
BenchmarkTest12799,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest02532,72,ProcessBuilder.command,cmdi,falsepositive
BenchmarkTest03879,61,Runtime.exec,cmdi,truepositive
BenchmarkTest04501,65,Runtime.exec,cmdi,truepositive
BenchmarkTest10740,57,Runtime.exec,cmdi,truepositive
BenchmarkTest12253,50,XPath.compile,xpathi,truepositive
BenchmarkTest11586,54,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest01364,70,Runtime.exec,cmdi,truepositive
BenchmarkTest20331,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest02031,64,Runtime.exec,cmdi,falsepositive
BenchmarkTest00703,77,Runtime.exec,cmdi,falsepositive
BenchmarkTest08963,54,Connection.prepareCall,sqli,truepositive
BenchmarkTest13167,60,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest04681,56,Statement.execute,sqli,truepositive
BenchmarkTest05302,53,Statement.execute,sqli,truepositive
BenchmarkTest05894,57,Statement.addBatch,sqli,truepositive
BenchmarkTest15338,50,Statement.executeQuery,sqli,truepositive
BenchmarkTest19035,51,Connection.prepareStatement,sqli,truepositive
BenchmarkTest01916,65,ProcessBuilder,cmdi,truepositive
BenchmarkTest10238,50,Connection.prepareStatement,sqli,truepositive
BenchmarkTest05477,56,InitialDirContext.search,ldapi,truepositive
BenchmarkTest18453,54,Statement.execute,sqli,truepositive
BenchmarkTest11907,62,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest19710,54,Statement.execute,sqli,truepositive
BenchmarkTest04180,54,DirContext.search,ldapi,truepositive
BenchmarkTest01747,54,InitialDirContext.search,ldapi,truepositive
BenchmarkTest07362,67,InitialDirContext.search,ldapi,truepositive
BenchmarkTest17786,55,Connection.prepareStatement,sqli,truepositive
BenchmarkTest15772,67,Runtime.exec,cmdi,truepositive
BenchmarkTest02278,60,DirContext.search,ldapi,truepositive
BenchmarkTest09032,54,Statement.execute,sqli,truepositive
BenchmarkTest02763,62,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest18908,64,Runtime.exec,cmdi,falsepositive
BenchmarkTest16140,52,InitialDirContext.search,ldapi,truepositive
BenchmarkTest19839,48,DirContext.search,ldapi,falsepositive
BenchmarkTest17021,52,Runtime.exec,cmdi,truepositive
BenchmarkTest08517,52,DirContext.search,ldapi,truepositive
BenchmarkTest09877,49,InitialDirContext.search,ldapi,truepositive
BenchmarkTest03463,58,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest20928,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest20162,52,Runtime.exec,cmdi,falsepositive
BenchmarkTest01533,58,Statement.execute,sqli,falsepositive
BenchmarkTest16399,67,Runtime.exec,cmdi,falsepositive
BenchmarkTest04720,64,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest09663,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest10019,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest06346,73,Runtime.exec,cmdi,truepositive
BenchmarkTest05933,62,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest05263,59,Connection.prepareStatement,sqli,truepositive
BenchmarkTest03918,65,Runtime.exec,cmdi,truepositive
BenchmarkTest07603,81,Runtime.exec,cmdi,truepositive
BenchmarkTest04416,72,ProcessBuilder.command,cmdi,falsepositive
BenchmarkTest07193,58,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest08450,50,Statement.executeUpdate,sqli,truepositive
BenchmarkTest05133,85,Runtime.exec,cmdi,falsepositive
BenchmarkTest17066,52,Runtime.exec,cmdi,truepositive
BenchmarkTest12168,51,Connection.prepareCall,sqli,truepositive
BenchmarkTest07817,67,XPath.compile,xpathi,truepositive
BenchmarkTest06481,58,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest11372,67,Runtime.exec,cmdi,truepositive
BenchmarkTest17240,50,Statement.executeQuery,sqli,truepositive
BenchmarkTest15271,50,Connection.prepareCall,sqli,falsepositive
BenchmarkTest01578,52,Statement.executeUpdate,sqli,truepositive
BenchmarkTest05393,60,DirContext.search,ldapi,falsepositive
BenchmarkTest10908,55,Statement.execute,sqli,falsepositive
BenchmarkTest05128,74,Runtime.exec,cmdi,falsepositive
BenchmarkTest06515,58,Statement.addBatch,sqli,falsepositive
BenchmarkTest12669,67,Runtime.exec,cmdi,falsepositive
BenchmarkTest02796,56,Statement.addBatch,sqli,truepositive
BenchmarkTest03378,58,Connection.prepareCall,sqli,truepositive
BenchmarkTest07778,68,Statement.execute,sqli,falsepositive
BenchmarkTest03294,54,Runtime.exec,cmdi,truepositive
BenchmarkTest16607,54,Statement.execute,sqli,truepositive
BenchmarkTest02200,62,Statement.executeUpdate,sqli,truepositive
BenchmarkTest15305,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest11107,52,InitialDirContext.search,ldapi,truepositive
BenchmarkTest18407,54,Connection.prepareCall,sqli,falsepositive
BenchmarkTest00996,63,DirContext.search,ldapi,truepositive
BenchmarkTest08445,50,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest20376,50,Statement.executeQuery,sqli,truepositive
BenchmarkTest09702,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest04045,63,Connection.prepareStatement,sqli,truepositive
BenchmarkTest11541,54,Statement.execute,sqli,truepositive
BenchmarkTest17071,52,Runtime.exec,cmdi,truepositive
BenchmarkTest12838,54,Statement.executeQuery,sqli,truepositive
BenchmarkTest14053,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest03164,68,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest14768,68,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest13471,50,Statement.execute,sqli,truepositive
BenchmarkTest16698,48,DirContext.search,ldapi,truepositive
BenchmarkTest02751,64,Connection.prepareStatement,sqli,truepositive
BenchmarkTest14667,68,Connection.prepareCall,sqli,truepositive
BenchmarkTest18898,63,Runtime.exec,cmdi,truepositive
BenchmarkTest20933,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest05314,61,Statement.executeQuery,sqli,falsepositive
BenchmarkTest19767,53,XPath.compile,xpathi,truepositive
BenchmarkTest18486,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest06317,60,Runtime.exec,cmdi,falsepositive
BenchmarkTest09679,54,Statement.execute,sqli,falsepositive
BenchmarkTest10706,57,Runtime.exec,cmdi,truepositive
BenchmarkTest12787,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest12197,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14711,68,Connection.prepareStatement,sqli,truepositive
BenchmarkTest04782,64,DirContext.search,ldapi,truepositive
BenchmarkTest03434,71,Statement.addBatch,sqli,falsepositive
BenchmarkTest20343,50,Statement.addBatch,sqli,truepositive
BenchmarkTest10453,53,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest16405,66,Runtime.exec,cmdi,truepositive
BenchmarkTest11598,53,XPath.evaluate,xpathi,truepositive
BenchmarkTest01562,58,Statement.executeQuery,sqli,truepositive
BenchmarkTest08264,52,Runtime.exec,cmdi,falsepositive
BenchmarkTest18424,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest00693,86,Runtime.exec,cmdi,falsepositive
BenchmarkTest20090,59,ProcessBuilder,cmdi,truepositive
BenchmarkTest05904,62,Statement.execute,sqli,truepositive
BenchmarkTest01376,55,Runtime.exec,cmdi,truepositive
BenchmarkTest14121,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest12241,51,Statement.executeUpdate,sqli,truepositive
BenchmarkTest09133,52,DirContext.search,ldapi,falsepositive
BenchmarkTest11367,67,Runtime.exec,cmdi,truepositive
BenchmarkTest06459,53,Connection.prepareCall,sqli,truepositive
BenchmarkTest19018,51,Connection.prepareCall,sqli,truepositive
BenchmarkTest13252,52,Runtime.exec,cmdi,truepositive
BenchmarkTest05629,70,ProcessBuilder,cmdi,falsepositive
BenchmarkTest10255,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest19023,51,Connection.prepareStatement,sqli,truepositive
BenchmarkTest20995,51,Statement.execute,sqli,falsepositive
BenchmarkTest08996,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest15052,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest01500,56,Connection.prepareStatement,sqli,truepositive
BenchmarkTest07147,59,Statement.execute,sqli,falsepositive
BenchmarkTest08259,63,Runtime.exec,cmdi,truepositive
BenchmarkTest05044,61,ProcessBuilder,cmdi,truepositive
BenchmarkTest03248,54,Runtime.exec,cmdi,truepositive
BenchmarkTest02161,57,Connection.prepareStatement,sqli,truepositive
BenchmarkTest06250,60,ProcessBuilder,cmdi,truepositive
BenchmarkTest10954,55,Statement.executeUpdate,sqli,truepositive
BenchmarkTest15355,50,Statement.executeUpdate,sqli,truepositive
BenchmarkTest12308,53,DirContext.search,ldapi,truepositive
BenchmarkTest01359,64,Runtime.exec,cmdi,truepositive
BenchmarkTest16539,54,Connection.prepareCall,sqli,falsepositive
BenchmarkTest09882,48,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest19541,67,Runtime.exec,cmdi,truepositive
BenchmarkTest05275,53,Connection.prepareStatement,sqli,truepositive
BenchmarkTest19536,55,Runtime.exec,cmdi,truepositive
BenchmarkTest07261,67,DirContext.search,ldapi,falsepositive
BenchmarkTest02746,75,Connection.prepareCall,sqli,truepositive
BenchmarkTest04517,77,Runtime.exec,cmdi,truepositive
BenchmarkTest10108,63,Runtime.exec,cmdi,truepositive
BenchmarkTest19283,52,InitialDirContext.search,ldapi,truepositive
BenchmarkTest18870,53,Runtime.exec,cmdi,truepositive
BenchmarkTest06982,68,Runtime.exec,cmdi,falsepositive
BenchmarkTest10121,63,Runtime.exec,cmdi,truepositive
BenchmarkTest20326,50,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest08849,67,Runtime.exec,cmdi,falsepositive
BenchmarkTest10711,56,Runtime.exec,cmdi,falsepositive
BenchmarkTest09651,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest07514,78,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest00946,69,XPath.evaluate,xpathi,truepositive
BenchmarkTest03395,58,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest08862,56,Runtime.exec,cmdi,falsepositive
BenchmarkTest13004,48,InitialDirContext.search,ldapi,truepositive
BenchmarkTest16135,53,InitialDirContext.search,ldapi,truepositive
BenchmarkTest00631,79,ProcessBuilder,cmdi,truepositive
BenchmarkTest03261,66,Runtime.exec,cmdi,truepositive
BenchmarkTest19182,53,DirContext.search,ldapi,truepositive
BenchmarkTest14587,70,Runtime.exec,cmdi,truepositive
BenchmarkTest16286,64,ProcessBuilder.command,cmdi,falsepositive
BenchmarkTest08462,49,XPath.evaluate,xpathi,truepositive
BenchmarkTest19772,53,XPath.evaluate,xpathi,falsepositive
BenchmarkTest07181,67,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest04028,57,Connection.prepareCall,sqli,truepositive
BenchmarkTest02228,74,XPath.evaluate,xpathi,truepositive
BenchmarkTest11384,67,Runtime.exec,cmdi,truepositive
BenchmarkTest00028,68,Statement.execute,sqli,truepositive
BenchmarkTest17408,54,InitialDirContext.search,ldapi,truepositive
BenchmarkTest09061,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest06503,58,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest16619,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest00293,50,Statement.execute,sqli,truepositive
BenchmarkTest04631,60,Connection.prepareCall,sqli,truepositive
BenchmarkTest15283,50,Connection.prepareCall,sqli,truepositive
BenchmarkTest03766,68,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest16410,66,Runtime.exec,cmdi,truepositive
BenchmarkTest02818,61,Statement.execute,sqli,truepositive
BenchmarkTest01381,55,Runtime.exec,cmdi,truepositive
BenchmarkTest18419,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest05865,56,Connection.prepareCall,sqli,truepositive
BenchmarkTest17697,57,Runtime.exec,cmdi,falsepositive
BenchmarkTest12826,54,Statement.execute,sqli,truepositive
BenchmarkTest08748,64,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest00732,89,Runtime.exec,cmdi,falsepositive
BenchmarkTest00618,89,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest13483,50,Statement.executeUpdate,sqli,truepositive
BenchmarkTest03176,61,ProcessBuilder,cmdi,truepositive
BenchmarkTest12236,51,Statement.executeUpdate,sqli,truepositive
BenchmarkTest13398,50,Connection.prepareCall,sqli,truepositive
BenchmarkTest05116,68,Runtime.exec,cmdi,falsepositive
BenchmarkTest14041,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest14272,67,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest04033,60,Connection.prepareCall,sqli,truepositive
BenchmarkTest03880,77,Runtime.exec,cmdi,falsepositive
BenchmarkTest15683,63,ProcessBuilder,cmdi,truepositive
BenchmarkTest06330,54,Runtime.exec,cmdi,truepositive
BenchmarkTest06577,70,XPath.compile,xpathi,falsepositive
BenchmarkTest07176,67,Statement.executeQuery,sqli,falsepositive
BenchmarkTest19097,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest05280,58,Connection.prepareStatement,sqli,truepositive
BenchmarkTest21014,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest20191,63,Runtime.exec,cmdi,truepositive
BenchmarkTest13442,50,Statement.addBatch,sqli,truepositive
BenchmarkTest10036,58,ProcessBuilder,cmdi,falsepositive
BenchmarkTest15912,54,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest17769,55,Connection.prepareCall,sqli,truepositive
BenchmarkTest19687,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest19440,64,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest09646,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest09213,53,InitialDirContext.search,ldapi,truepositive
BenchmarkTest12867,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest10626,63,ProcessBuilder,cmdi,truepositive
BenchmarkTest07114,59,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest12568,63,ProcessBuilder,cmdi,falsepositive
BenchmarkTest02645,63,Runtime.exec,cmdi,truepositive
BenchmarkTest04179,54,DirContext.search,ldapi,truepositive
BenchmarkTest15322,50,Statement.execute,sqli,truepositive
BenchmarkTest12022,64,Runtime.exec,cmdi,truepositive
BenchmarkTest04703,57,Statement.executeUpdate,sqli,truepositive
BenchmarkTest10222,50,Connection.prepareCall,sqli,falsepositive
BenchmarkTest17223,50,Statement.execute,sqli,truepositive
BenchmarkTest04113,63,Statement.executeUpdate,sqli,truepositive
BenchmarkTest00180,57,Runtime.exec,cmdi,truepositive
BenchmarkTest05752,61,Runtime.exec,cmdi,truepositive
BenchmarkTest08980,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest08117,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest05162,61,Runtime.exec,cmdi,truepositive
BenchmarkTest02189,56,Statement.execute,sqli,truepositive
BenchmarkTest06464,53,Connection.prepareCall,sqli,truepositive
BenchmarkTest02604,58,Runtime.exec,cmdi,truepositive
BenchmarkTest11519,54,Connection.prepareStatement,sqli,truepositive
BenchmarkTest18267,67,Runtime.exec,cmdi,truepositive
BenchmarkTest16624,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest14108,51,Statement.executeQuery,sqli,falsepositive
BenchmarkTest03401,58,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest08416,50,Statement.execute,sqli,truepositive
BenchmarkTest00845,76,Connection.prepareCall,sqli,truepositive
BenchmarkTest18272,67,Runtime.exec,cmdi,falsepositive
BenchmarkTest13285,62,Runtime.exec,cmdi,falsepositive
BenchmarkTest14082,51,Statement.execute,sqli,falsepositive
BenchmarkTest02014,83,Runtime.exec,cmdi,falsepositive
BenchmarkTest16923,61,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest02779,75,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest17218,50,Statement.execute,sqli,truepositive
BenchmarkTest04664,56,Connection.prepareStatement,sqli,truepositive
BenchmarkTest10098,52,Runtime.exec,cmdi,falsepositive
BenchmarkTest01894,67,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest03429,60,Statement.addBatch,sqli,truepositive
BenchmarkTest19435,64,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest10853,55,Connection.prepareCall,sqli,truepositive
BenchmarkTest09048,54,Statement.executeQuery,sqli,truepositive
BenchmarkTest17037,63,Runtime.exec,cmdi,truepositive
BenchmarkTest12573,62,ProcessBuilder,cmdi,falsepositive
BenchmarkTest01482,53,Connection.prepareCall,sqli,truepositive
BenchmarkTest01595,52,XPath.evaluate,xpathi,truepositive
BenchmarkTest17808,55,Connection.prepareStatement,sqli,truepositive
BenchmarkTest01477,58,Connection.prepareCall,sqli,falsepositive
BenchmarkTest16552,54,Connection.prepareCall,sqli,truepositive
BenchmarkTest14672,68,Connection.prepareCall,sqli,truepositive
BenchmarkTest18857,53,Runtime.exec,cmdi,truepositive
BenchmarkTest19569,56,Runtime.exec,cmdi,truepositive
BenchmarkTest16034,53,DirContext.search,ldapi,truepositive
BenchmarkTest11570,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest15165,62,Runtime.exec,cmdi,truepositive
BenchmarkTest00466,74,InitialDirContext.search,ldapi,falsepositive
BenchmarkTest14706,68,Connection.prepareStatement,sqli,truepositive
BenchmarkTest07593,70,Runtime.exec,cmdi,truepositive
BenchmarkTest01258,61,ProcessBuilder,cmdi,truepositive
BenchmarkTest04530,72,Runtime.exec,cmdi,truepositive
BenchmarkTest19726,54,Statement.execute,sqli,falsepositive
BenchmarkTest04074,71,Statement.addBatch,sqli,falsepositive
BenchmarkTest21009,51,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest19103,51,Statement.executeUpdate,sqli,truepositive
BenchmarkTest15755,56,Runtime.exec,cmdi,truepositive
BenchmarkTest14739,68,Statement.execute,sqli,truepositive
BenchmarkTest09504,66,Runtime.exec,cmdi,falsepositive
BenchmarkTest06245,68,ProcessBuilder,cmdi,falsepositive
BenchmarkTest04697,57,Statement.execute,sqli,truepositive
BenchmarkTest09128,53,DirContext.search,ldapi,truepositive
BenchmarkTest19654,54,Connection.prepareCall,sqli,truepositive
BenchmarkTest17854,55,Statement.executeQuery,sqli,truepositive
BenchmarkTest04659,56,Connection.prepareStatement,sqli,truepositive
BenchmarkTest12653,67,Runtime.exec,cmdi,truepositive
BenchmarkTest01549,57,Statement.execute,sqli,truepositive
BenchmarkTest17179,50,Connection.prepareCall,sqli,truepositive
BenchmarkTest07632,70,Runtime.exec,cmdi,truepositive
BenchmarkTest19064,51,Statement.execute,sqli,truepositive
BenchmarkTest17256,50,Statement.executeUpdate,sqli,truepositive
BenchmarkTest14069,51,Connection.prepareStatement,sqli,falsepositive
BenchmarkTest08130,60,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest14453,76,ProcessBuilder,cmdi,truepositive
BenchmarkTest02650,61,Runtime.exec,cmdi,truepositive
BenchmarkTest13404,50,Connection.prepareCall,sqli,falsepositive
BenchmarkTest09718,54,Statement.executeUpdate,sqli,truepositive
BenchmarkTest09393,65,ProcessBuilder.command,cmdi,truepositive
BenchmarkTest11557,54,Statement.execute,sqli,truepositive
BenchmarkTest09692,54,Statement.execute,sqli,truepositive
BenchmarkTest10209,50,Connection.prepareCall,sqli,truepositive
BenchmarkTest14752,68,Statement.executeUpdate,sqli,truepositive
BenchmarkTest19565,67,Runtime.exec,cmdi,truepositive
BenchmarkTest17050,63,Runtime.exec,cmdi,falsepositive
BenchmarkTest04736,63,XPath.evaluate,xpathi,falsepositive
BenchmarkTest10727,67,Runtime.exec,cmdi,truepositive
BenchmarkTest07188,53,Statement.executeUpdate,sqli,falsepositive
BenchmarkTest20178,63,Runtime.exec,cmdi,truepositive
BenchmarkTest09020,54,Statement.execute,sqli,falsepositive
BenchmarkTest08243,62,Runtime.exec,cmdi,truepositive
BenchmarkTest14457,76,ProcessBuilder,cmdi,truepositive
BenchmarkTest03867,59,Runtime.exec,cmdi,truepositive
